"rank","eff","conf","color"
1,9898.56,"K computer, SPARC64 VIIIfx 2.0GHz, Tofu interconnect","#6495ED"
2,4040,"NUDT TH MPP, X5670 2.93Ghz 6C, NVIDIA GPU, FT-1000 8C","#DC143C"
3,6950,"Cray XT5-HE Opteron 6-core 2.6 GHz","#00FFFF"
4,2580,"Dawning TC3600 Blade, Intel X5650, NVidia Tesla C2050 GPU","#00008B"
5,1398.61,"HP ProLiant SL390s G7 Xeon 6C X5670, Nvidia GPU, Linux/Windows","#008B8B"
6,3980,"Cray XE6 8-core 2.4 GHz","#DC143C"
7,4102,"SGI Altix ICE 8200EX/8400EX, Xeon HT QC 3.0/Xeon 5570/5670 2.93 Ghz, Infiniband","#B8860B"
8,2910,"Cray XE6 12-core 2.1 GHz","#DC143C"
9,4590,"Bull bullx super-node S6010/S6030","#A9A9A9"
10,2345,"BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Voltaire Infiniband","#006400"
11,3090,"Cray XT5-HE Opteron Six Core 2.6 GHz","#DC143C"
12,2268,"Blue Gene/P Solution","#A9A9A9"
13,2800,"T-Platforms T-Blade2/1.1, Xeon X5570/X5670 2.93 GHz, Nvidia 2070 GPU, Infiniband QDR","#A9A9A9"
14,2329,"eServer Blue Gene Solution","#A9A9A9"
15,1260,"Blue Gene/P Solution","#A9A9A9"
16,4343.73,"Sun Blade x6275, Xeon X55xx 2.93 Ghz, Infiniband","#BDB76B"
17,2000,"SunBlade x6420, Opteron QC 2.3 Ghz, Infiniband","#A9A9A9"
18,1134,"Blue Gene/P Solution","#A9A9A9"
20,1711.6,"Cray XE6 12-core 2.1 GHz","#DC143C"
21,1711.6,"Cray XE6 12-core 2.1 GHz","#DC143C"
22,416.78,"Supermicro Cluster, QC Opteron 2.1 GHz, ATI Radeon GPU, Infiniband","#8B008B"
23,1726.32,"Cray XE6 12-core 2.2 GHz","#DC143C"
25,1549,"Sun Constellation, NovaScale R422-E2, Intel Xeon X5570, 2.93 GHz, Sun M9/Mellanox  QDR Infiniband/Partec Parastation","#B8860B"
26,1275,"Sun Blade x6048,  X6275, IB QDR M9 switch, Sun HPC stack Linux edition","#A9A9A9"
27,1150,"Cray XT4 QuadCore 2.3 GHz","#DC143C"
30,1064,"SGI Altix ICE 8200EX, Xeon E5472 3.0/X5560 2.8 GHz","#008B8B"
35,1580,"Cray XT4 QuadCore 2.1 GHz","#DC143C"
36,2506,"Cray XT3/XT4","#DC143C"
37,610,"Cray XT6-HE, Opteron 6100 12C 2.1GHz","#DC143C"
38,831,"BX900 Xeon X5570 2.93GHz , Infiniband QDR","#FF7F50"
39,504,"Blue Gene/P Solution","#A9A9A9"
43,510,"iDataPlex, Xeon X56xx 6C 2.93 GHz, Infiniband","#A9A9A9"
44,713,"Cray XT5 SixCore 2.4 GHz","#DC143C"
45,869,"iDataPlex, Xeon E55xx QC 2.53 GHz, GigE","#8B0000"
48,719,"SGI Altix ICE 8400EX Xeon X5570 4-core 2.93 GHz, Infiniband","#008B8B"
49,774,"SGI Altix ICR 8200 Enh. LX, Xeon X5560 2.8Ghz","#008B8B"
50,423.12,"Power 775, Power7 3.836 GHz","#A9A9A9"
55,337,"iDataPlex DX360M3, Xeon 2.66, Infiniband","#A9A9A9"
57,861,"SGI Altix ICE 8200, Xeon quad core 3.0 GHz","#008B8B"
58,786,"Cluster Platform 3000 BL460c, Xeon 53xx 3GHz, Infiniband","#008B8B"
59,1139,"Appro XtremeServer 1143H, Opteron QC 2.2Ghz, Infiniband","#DC143C"
61,276,"BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Infiniband","#A9A9A9"
65,677.4,"Cray XE6 12-core 2.1 GHz","#DC143C"
66,888,"Cray XT4 QuadCore 2.3 GHz","#DC143C"
69,315,"Blue Gene/P Solution","#A9A9A9"
70,1329,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
71,1329,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
72,1288,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
73,1020,"Fujitsu FX1, Quadcore  SPARC64 VII  2.52 GHz, Infiniband DDR","#FF7F50"
74,475,"SGI Altix ICE 8200 Enhanced LX, Xeon Nehalem quad core 2.8 GHz","#008B8B"
75,477,"BULL Novascale R422-E2","#B8860B"
79,442,"SGI Altix ICE 8200EX, Xeon quad core 3.0 GHz","#008B8B"
84,831,"Hitachi opteron QC 2.3 GHz Myrinet 10G","#00CED1"
86,745,"Appro GreenBlade Cluster Xeon X5660 2.8Ghz, nVIDIA M2050, Infiniband","#DC143C"
88,1095,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
93,252,"Blue Gene/P Solution","#A9A9A9"
98,448,"eServer Blue Gene Solution","#A9A9A9"
99,360,"Appro Xtreme-X3 Opteron 2.4GHz, Infiniband QDR","#DC143C"
101,240.41,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, Infiniband","#A9A9A9"
102,240.41,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, Infiniband","#A9A9A9"
106,108.8,"Bullx S6010 Cluster,  Xeon 2.26 Ghz 8-core, QDR Infiniband","#B8860B"
110,700,"Appro Xtreme-X3 Opteron 2.0GHz, Infiniband DDR","#DC143C"
112,403,"eServer Blue Gene Solution","#A9A9A9"
115,869,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
116,859,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
118,671,"Appro Xtreme-X3 Server - Quad Opteron Quad Core 2.3 GHz, Infiniband","#DC143C"
119,332,"Sun Blade x6048, Xeon X5560 2.8 Ghz, Infiniband QDR","#A9A9A9"
120,481,"Cray XT5 QC 2.3 GHz","#DC143C"
121,520,"Cray XT5/XT4 QC 2.3 GHz","#DC143C"
122,431.5,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet","#A9A9A9"
123,1992,"eServer pSeries p5 575 1.9 GHz","#A9A9A9"
126,115.87,"Asterism ID318, Intel Xeon E5530, NVIDIA C2050, Infiniband","#696969"
129,335.48,"BladeCenter HS22 Cluster, Xeon QC X55xx 2.66 GHz, Infiniband","#A9A9A9"
130,286.72,"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband","#A9A9A9"
131,129.6,"Hitachi SR16000 Model XM1/108, Power7 3.3Ghz, Infiniband","#2F4F4F"
132,797,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
133,797,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
134,358,"eServer Blue Gene Solution","#A9A9A9"
136,154,"BladeCenter PS702 Express, Power7 3.3GHz, Infiniband","#A9A9A9"
137,197.79,"iDataPlex DX360M3, Xeon 2.66, Infiniband","#A9A9A9"
139,350,"SGI Altix ICE 8200 Enhanced LX, Xeon X5560 quad core 2.8 GHz","#008B8B"
140,395.37,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
141,395.37,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
142,395.37,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
146,158.92,"Power 775, Power7 3.836 GHz","#A9A9A9"
149,335.7,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, GigE","#A9A9A9"
150,335.7,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, GigE","#A9A9A9"
154,222,"iDataPlex, Xeon E55xx QC 2.26 GHz, Infiniband, Windows HPC2008 R2","#A9A9A9"
157,370.79,"BladeCenter HS22 Cluster, Xeon QC E5xx 2.53 GHz, GigEthernet","#A9A9A9"
161,184.03,"BladeCenter HS22 Cluster, Xeon QC X55xx 2.26 GHz, Infiniband","#A9A9A9"
162,360.84,"xSeries x3650M3, Xeon X56xx 2.66 GHz, GigE","#A9A9A9"
164,351.99,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
165,38.67,"NNSA/SC Blue Gene/Q Prototype 1","#A9A9A9"
166,195,"BladeCenter HX5, WM Xeon 10-core, 2.4 GHz, Infiniband","#A9A9A9"
167,430,"Sun Blade x6048, Xeon X5560 2.8 Ghz, Infiniband QDR","#A9A9A9"
168,633.2,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.26 Ghz, GigE","#A9A9A9"
169,94,"HP ProLiant SL390s G7 Xeon 6C X5660 2.8Ghz, nVidia Fermi, Infiniband QDR","#008B8B"
171,323.84,"xSeries x3850M2 Cluster Xeon QC GT 2.53 GHz, GigEthernet","#A9A9A9"
175,375.36,"iDataPlex, Xeon E55xx QC 2.26 GHz, GigEthernet","#A9A9A9"
176,298,"xSeries x3650 Cluster Xeon QC GT 2.66 GHz, Infiniband","#A9A9A9"
181,170.22,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband","#A9A9A9"
182,170.22,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband","#A9A9A9"
187,649,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
188,293.28,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, GigE","#A9A9A9"
189,293.28,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, GigE","#A9A9A9"
191,279.4,"xSeries x3650 Cluster Xeon QC GT 2.66 GHz, Infiniband","#A9A9A9"
192,120.56,"Power 750, Power7 3.86 GHz, 10GigE","#A9A9A9"
195,141,"iDataPlex, Xeon X56xx 6C 2.66 GHz, Infiniband","#A9A9A9"
196,160,"NEC LX-2400 Cluster, Xeon X5550 2.66 Ghz, Infiniband","#483D8B"
197,645,"Hitachi SR16000 Model L2/128, Power6 4.7Ghz, Infiniband","#2F4F4F"
198,990,"Altix 4700 1.6 GHz","#008B8B"
200,418,"Cray XT4 QuadCore 2.1 GHz","#DC143C"
201,302.12,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
202,302.12,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
203,302.12,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
204,510,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.26 Ghz, GigE","#A9A9A9"
207,211.68,"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband","#A9A9A9"
208,211.68,"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband","#A9A9A9"
209,211.68,"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband","#A9A9A9"
210,211.68,"iDataPlex, Xeon X55xx QC 2.8 GHz, Infiniband","#A9A9A9"
212,157.08,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband","#A9A9A9"
213,157.08,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband","#A9A9A9"
214,157.08,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, Infiniband","#A9A9A9"
216,187.89,"iDataPlex, Xeon E55xx QC 2.26 GHz, Infiniband","#A9A9A9"
221,598,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
225,295.2,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
226,295.2,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
227,295.2,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
234,248.03,"iDataPlex, Xeon X56xx 6C 2.66 GHz, GigE","#A9A9A9"
235,248.03,"iDataPlex, Xeon X56xx 6C 2.66 GHz, GigE","#A9A9A9"
237,155,"Cray XT6 12-Core 2.0/2.1/2.2 GHz","#DC143C"
238,285.74,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
239,285.74,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
240,285.74,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
241,285.74,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
242,285.74,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
243,285.74,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
244,285.74,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
245,285.74,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
246,285.74,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
247,285.74,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
248,285.74,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
249,285.74,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
251,246,"Altus 704 Cluster, 6C Opteron 8431 2.4 Ghz, Infiniband","#B22222"
258,159.75,"iDataPlex DX360M3, Xeon 2.93, Infiniband","#A9A9A9"
259,159.75,"iDataPlex DX360M3, Xeon 2.93, Infiniband","#A9A9A9"
260,159.75,"iDataPlex DX360M3, Xeon 2.93, Infiniband","#A9A9A9"
261,159.75,"iDataPlex DX360M3, Xeon 2.93, Infiniband","#A9A9A9"
262,159.75,"iDataPlex DX360M3, Xeon 2.93, Infiniband","#A9A9A9"
263,159.75,"iDataPlex DX360M3, Xeon 2.93, Infiniband","#A9A9A9"
264,159.75,"iDataPlex DX360M3, Xeon 2.93, Infiniband","#A9A9A9"
266,283.19,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#A9A9A9"
267,283.19,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#A9A9A9"
268,283.19,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#A9A9A9"
269,283.19,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#A9A9A9"
270,572,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
273,408.21,"xSeries x3650M2 Cluster Xeon QC GT 2.66 GHz, GigEthernet","#A9A9A9"
274,94,"Supermicro Xeon Cluster, E5462 2.8 Ghz, Nvidia Tesla s2050 GPU, Infiniband","#228B22"
276,248.44,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.66Ghz, GigE","#A9A9A9"
278,152,"Sun Blade X6440, Opteron 2.5 Ghz, Infiniband QDR","#A9A9A9"
279,562,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
280,562,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
281,292.61,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
282,292.61,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
283,292.61,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
289,182,"BladeCenter HS22 Cluster, Xeon QC GT 2.66 GHz, Infiniband","#A9A9A9"
292,393,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#A9A9A9"
293,289.17,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
294,289.17,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
295,289.17,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
296,289.17,"xSeries x3650M3, Xeon X56xx 2.93 GHz, GigE","#A9A9A9"
304,552,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
305,186,"NEC HPC 140Rb-1 Cluster, Xeon X5560 2.8Ghz, Infiniband","#483D8B"
313,167,"BladeCenter HS22 Cluster, Xeon QC X55xx 2.26 GHz, Infiniband","#A9A9A9"
314,220,"Sun Blade x6048, Xeon X5570 2.93 Ghz, Infiniband QDR","#A9A9A9"
315,218,"Sun Blade x6275, Xeon X55xx 2.8 Ghz, Infiniband QDR","#A9A9A9"
317,223.74,"BladeCenter HS22 Cluster, Xeon X56xx 2.53 GHz, GigEthernet","#A9A9A9"
325,531,"Power 575, p6 4.7 GHz, Infiniband","#A9A9A9"
343,126,"Blue Gene/P Solution","#A9A9A9"
344,126,"Blue Gene/P Solution","#A9A9A9"
345,126,"Blue Gene/P Solution","#A9A9A9"
346,126,"Blue Gene/P Solution","#A9A9A9"
347,190,"iDataPlex, Xeon E55xx QC 2.26 GHz, Infiniband","#A9A9A9"
350,118,"iDataPlex, Xeon X56xx 6C 2.66 GHz, Infiniband","#A9A9A9"
352,234.35,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, GigE","#A9A9A9"
353,265,"T-Platforms T60, Intel Quadcore 3Ghz, Infiniband DDR","#DCDCDC"
360,280,"BladeCenter HS22 Cluster, Xeon QC GT 2.93 GHz, GigEthernet","#A9A9A9"
365,255,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#A9A9A9"
371,384,"xSeries x3550 Cluster, QC HT Xeon 2.66 GHz, Infiniband","#A9A9A9"
372,173,"BladeCenter HS21 Cluster, Xeon QC HT 2.5 GHz, IB, Windows HPC 2008/CentOS","#A9A9A9"
377,354.86,"xSeries x3650M2 Cluster Xeon QC GT 2.66 GHz, GigEthernet","#A9A9A9"
378,354.86,"xSeries x3650M2 Cluster Xeon QC GT 2.66 GHz, GigEthernet","#A9A9A9"
379,637,"xSeries x3455 Cluster Opteron, DC 2.6 GHz/QC 2.5 GHz, Infiniband","#A9A9A9"
382,160,"iDataPlex, Xeon X55xx QC 2.66 GHz, Infiniband","#A9A9A9"
383,251,"BladeCenter HS22 Cluster, Xeon QC X55xx 2.53 GHz, GigEthernet","#A9A9A9"
385,254,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet","#A9A9A9"
386,244.97,"xSeries x3650M3, Xeon X56xx 2.53 GHz, GigE","#A9A9A9"
393,348.89,"xSeries x3650M2 Cluster Xeon QC GT 2.66 GHz, GigEthernet","#A9A9A9"
397,174,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, Infiniband","#A9A9A9"
400,249,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet","#A9A9A9"
401,202.01,"BladeCenter HS22 Cluster, Xeon X56xx 2.53 GHz, GigEthernet","#A9A9A9"
402,202.01,"BladeCenter HS22 Cluster, Xeon X56xx 2.53 GHz, GigEthernet","#A9A9A9"
404,248,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet","#A9A9A9"
405,248,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet","#A9A9A9"
406,57,"QPACE SFB TR Cluster, PowerXCell 8i, 3.2 GHz, 3D-Torus","#A9A9A9"
407,57,"QPACE SFB TR Cluster, PowerXCell 8i, 3.2 GHz, 3D-Torus","#A9A9A9"
408,57,"QPACE SFB TR Cluster, PowerXCell 8i, 3.2 GHz, 3D-Torus","#A9A9A9"
410,245,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet","#A9A9A9"
411,245,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet","#A9A9A9"
412,233,"xSeries x3550M2 Cluster Xeon QC GT 2.26 GHz, Infiniband","#A9A9A9"
420,287.82,"HP ProLiant SL390s G7 Xeon 4C X5677, GigE","#008B8B"
430,34.24,"DEGIMA Cluster, Intel i5, ATI Radeon GPU, Infiniband QDR","#808080"
431,183,"SGI Altix ICE 8200EX, Xeon X5560 quad core 2.8 GHz","#008B8B"
432,183,"SGI Altix ICE 8200EX, Xeon X5560 quad core 2.8 GHz","#008B8B"
442,206,"iDataPlex, Xeon QC 3.0 GHz, Infiniband","#A9A9A9"
445,240,"iDataPlex, Xeon E55xx QC 2.26 GHz, GigEthernet","#A9A9A9"
446,240,"iDataPlex, Xeon E55xx QC 2.26 GHz, GigEthernet","#A9A9A9"
464,190,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","#A9A9A9"
465,190,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","#A9A9A9"
466,190,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","#A9A9A9"
467,190,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","#A9A9A9"
468,190,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","#A9A9A9"
469,190,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","#A9A9A9"
470,190,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","#A9A9A9"
471,190,"BladeCenter HS21 Cluster, Xeon QC HT 2.83 GHz, Infiniband","#A9A9A9"
473,320,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#A9A9A9"
474,320,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#A9A9A9"
475,320,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#A9A9A9"
476,282,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet","#A9A9A9"
477,282,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet","#A9A9A9"
478,282,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet","#A9A9A9"
487,274,"Cray XT4 QuadCore 2.3 GHz","#DC143C"
490,313,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#A9A9A9"
491,313,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#A9A9A9"
492,313,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE","#A9A9A9"
493,192,"xSeries x3650 Cluster Xeon QC GT 2.66 GHz, Infiniband","#A9A9A9"
494,200.34,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, GigE","#A9A9A9"
495,200.34,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, GigE","#A9A9A9"
496,200.34,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, GigE","#A9A9A9"
497,200.34,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, GigE","#A9A9A9"
500,233,"BladeCenter HS22 Cluster, Xeon QC GT 2.66 GHz, GigEthernet","#A9A9A9"